appid,userid,user_rating
566223681,11,3.5
566286915,12,4
566394373,13,4.5
566560753,14,0
566663211,15,3
566685699,16,5
566752651,17,4.5
566813949,18,0
567008119,19,5
567141387,20,0
567143224,1,5
567244903,2,3.5
567249360,3,3.5
567289775,4,3.5
567457151,5,0
567533074,6,4
567767430,7,5
568141784,8,5
568543007,9,2
568731681,10,0
568827824,11,4.5
568939466,12,5
569077959,13,2
569185650,14,0
569632660,15,4
570060128,16,4.5
570103834,17,5
570105907,18,0
570180361,19,5
570182662,20,4.5
570306657,1,4
570315854,2,5
570439968,3,4.5
570608623,4,0
570772231,5,3.5
571096102,6,4.5
571172432,7,4
571227995,8,2
571393580,9,4.5
571640421,10,4.5
571801488,11,5
572395608,12,4
572432485,13,4
572534490,14,4.5
573116090,15,4.5
573385592,16,0
573516833,17,4.5
573615421,18,0
573859785,19,4
573885698,20,4.5
573916046,1,4.5
574001818,2,4.5
574123647,3,4.5
574375380,4,4
574641836,5,4
575082759,6,4.5
575119311,7,4.5
575147772,8,4.5
575154654,9,4
575357589,10,4.5
575487269,11,4.5
575590994,12,5
575658129,13,4.5
575781369,14,4
575812869,15,4.5
576443892,16,4.5
576505181,17,3.5
576588894,18,5
576649830,19,4.5
576836614,20,4
576939960,1,4.5
576959436,2,4
577232024,3,4.5
577333970,4,4.5
577423493,5,4.5
577499909,6,5
577586159,7,4.5
577628510,8,3
578186621,9,4.5
578203499,10,5
578448682,11,4.5
578467798,12,4.5
578665578,13,4.5
578979413,14,4
579446739,15,1.5
579581125,16,4.5
579712380,17,4.5
580002794,18,1
580069644,19,0
580175049,20,3.5
580758306,1,0
580765736,2,4.5
580991034,3,4.5
581137577,4,0
581463445,5,4
581585669,6,3.5
581838289,7,0
581906929,8,4.5
581920331,9,4.5
582284493,10,3
582431926,11,4.5
582486077,12,3.5
582528844,13,0
582538300,14,2.5
582654048,15,4.5
582719476,16,4.5
582790430,17,5
582793399,18,4.5
582934943,19,5
583066190,20,4.5
583222866,1,4.5
583284315,2,3
583308290,3,3.5
583446403,4,4.5
583672052,5,4
583700738,6,5
583976519,7,4.5
584246550,8,0
584485870,9,1
584557117,10,3.5
584927317,11,5
585027354,12,4
585259203,13,4.5
585307861,14,0
585478571,15,0
585512923,16,4.5
585561686,17,0
585599497,18,4
585658160,19,3.5
585801479,20,4
585880277,1,4
586076398,2,4
586149216,3,2
586157728,4,5
586192051,5,3.5
586280100,6,4.5
586328581,7,4.5
586379597,8,0
586447913,9,4.5
586449534,10,4.5
586575092,11,4.5
586683407,12,4.5
586803362,13,0
586854309,14,3.5
586910133,15,4.5
587248280,16,0
587366035,17,4
587823548,18,4.5
587842308,19,5
587849880,20,4.5
587868848,1,4.5
587922128,2,4
588013838,3,0
588199634,4,3.5
588287777,5,5
588358613,6,4.5
588682669,7,4.5
588722840,8,4.5
588797948,9,1
588922922,10,0
589220663,11,3.5
589351740,12,2.5
589653414,13,2.5
589779009,14,4.5
590190880,15,0
590216134,16,4.5
590250573,17,4.5
590268705,18,0
590353452,19,1
590652256,20,4
591301867,1,4
591560124,2,5
591584458,3,0
591591931,4,3.5
591626572,5,5
591840203,6,4.5
591923366,7,4.5
592331499,8,5
592371118,9,0
592447445,10,1.5
592682163,11,0
592725830,12,1.5
593042008,13,1
593306620,14,4.5
593451567,15,4.5
593658634,16,3.5
593715088,17,4.5
593828513,18,1
594117733,19,4
594145971,20,0
594802437,1,4.5
594811233,2,4.5
594851821,3,0
595098366,4,2.5
595246296,5,0
595303942,6,4.5
595558452,7,4.5
595689324,8,4.5
595831580,9,4
596006531,10,4
596026805,11,5
596040849,12,0
596133590,13,3.5
596402997,14,4.5
596677177,15,4
596684220,16,5
596796565,17,4.5
597426372,18,5
597855590,19,4.5
597986893,20,4.5
598127498,1,0
598241102,2,4.5
598542901,3,5
598581396,4,5
598581619,5,5
598603610,6,4.5
599083564,7,4
599456126,8,5
599456380,9,5
599515468,10,4
599534650,11,4.5
599608562,12,5
599664106,13,5
599694143,14,5
599852923,15,4.5
599955633,16,5
600093562,17,0
600093661,18,4
600273928,19,3
600626116,20,4
600674056,1,4.5
601137830,2,4.5
601584735,3,4
601831815,4,4.5
602065803,5,4.5
602716057,6,4
603092599,7,4.5
603527166,8,4.5
603529731,9,4
604186826,10,3.5
604376012,11,4.5
604687408,12,2
605040858,13,3
605057245,14,4.5
605477810,15,2.5
606190854,16,4
606310581,17,4.5
606413051,18,4
606800657,19,5
606910110,20,1
607527020,1,4.5
608188610,2,4.5
608206510,3,4.5
608263551,4,0
608707318,5,4.5
608847384,6,4.5
608899141,7,4.5
608901634,8,4.5
609405853,9,4.5
609524351,10,0
609577016,11,5
609598558,12,5
609636705,13,1
609649044,14,0
609704981,15,2
610003290,16,4.5
610386042,17,0
610391947,18,4.5
610955645,19,4
611071723,20,4.5
611436052,1,4.5
613398383,2,4.5
613464159,3,1
613980069,4,5
615187629,5,5
615256100,6,3.5
615563599,7,5
616027251,8,4.5
616589689,9,0
616655687,10,4.5
616728264,11,4.5
616728746,12,4.5
617098629,13,4
618687721,14,0
618790117,15,4.5
619481402,16,4
619517698,17,4
620112416,18,4
620262310,19,0
620447173,20,4
621167809,1,0
621491290,2,4.5
621561671,3,0
621574163,4,4.5
622434129,5,5
622559167,6,0
622613679,7,4.5
623158699,8,4.5
623193844,9,4.5
623592465,10,4.5
623789705,11,3.5
623856305,12,4.5
624533261,13,4.5
624653112,14,2.5
625257520,15,4
625334537,16,4.5
625411864,17,4.5
625740630,18,1.5
625985591,19,5
625994547,20,3.5
626362411,1,3.5
626469977,2,3.5
626583252,3,4.5
627879091,4,3.5
627880433,5,5
627986929,6,3
627994145,7,4
628267678,8,4
628677149,9,4.5
629059031,10,4.5
631073589,11,5
631446426,12,4.5
632064672,13,2
632079234,14,4
632231181,15,1.5
632285588,16,4
632297587,17,4
632311326,18,4
632344249,19,4
632344648,20,3.5
632460897,1,5
632598552,2,3
632827808,3,4
633443676,4,4.5
633625517,5,4
634013256,6,4.5
634158738,7,5
634235735,8,4.5
634329875,9,2
634467171,10,4.5
634672279,11,3
634885478,12,4.5
634896669,13,0
635080617,14,4.5
635206028,15,5
635252156,16,4.5
635573390,17,5
635819133,18,4.5
635966718,19,4.5
636240052,20,4.5
636248681,1,3.5
636344719,2,0
636485814,3,4.5
637897973,4,4.5
638143733,5,0
638689075,6,4.5
638714159,7,0
638853147,8,4
639219540,9,0
639615384,10,4
639930688,11,4.5
640111933,12,4.5
640199958,13,4.5
640360962,14,4.5
640364616,15,4.5
640484311,16,4.5
640564761,17,5
640702076,18,4.5
640941236,19,3
640999250,20,4
641519483,1,5
641900855,2,4.5
642064350,3,4
642091851,4,4.5
642821482,5,3.5
642831690,6,4.5
643165438,7,3.5
643496868,8,0
643791032,9,0
643857704,10,3.5
644077827,11,5
644106186,12,4.5
644245630,13,0
645384141,14,4.5
645422116,15,4
645675002,16,4
645682444,17,4.5
645704840,18,4.5
645705454,19,4.5
645746786,20,4.5
645794505,1,4.5
645797558,2,4.5
645859810,3,4.5
645949180,4,3.5
646100661,5,0
646436754,6,5
646489967,7,3.5
646504584,8,3.5
646619812,9,3.5
647554947,10,4
647594931,11,3.5
647804489,12,4.5
648019675,13,4.5
648228242,14,4
648668184,15,4.5
648862644,16,4
648998642,17,4.5
649181106,18,4
649202100,19,3
649246860,20,5
649820448,1,2.5
649822618,2,4
649983655,3,5
650276551,4,4
650645305,5,4
650684932,6,4.5
650715760,7,4.5
651209536,8,4
651277515,9,4.5
651309421,10,4.5
651323845,11,5
651510680,12,3.5
651978174,13,4
652039347,14,4
652077009,15,4
652138155,16,4
652945710,17,4.5
653031147,18,4.5
653146633,19,1.5
653298682,20,0
653384976,1,0
653453499,2,3.5
653508448,3,5
653967729,4,4
654662054,5,4
654810212,6,4
654898029,7,4.5
655619282,8,4.5
655749677,9,4.5
655890150,10,4.5
655903467,11,4.5
656163700,12,4.5
656176278,13,4
656723874,14,3.5
656773485,15,4
656951157,16,4.5
656971078,17,4.5
657189652,18,4.5
657222343,19,5
657395017,20,5
657500465,1,4.5
657638474,2,4.5
657675944,3,0
657811530,4,4.5
658257516,5,0
658293394,6,4.5
658426204,7,4
658785238,8,0
658828559,9,4
659283309,10,4
659353189,11,4
659425518,12,4.5
659448144,13,3.5
659563061,14,0
659672658,15,3
660617252,16,0
660653351,17,2
660687537,18,3.5
660842333,19,4.5
660982355,20,4.5
661149814,1,0
662001778,2,0
662090840,3,5
662569685,4,4.5
662611545,5,3.5
662749248,6,5
663068211,7,4.5
663547503,8,4.5
663820495,9,4
663965632,10,3.5
664425773,11,2.5
664457128,12,4.5
664575829,13,4.5
664783704,14,4.5
664939913,15,5
665001825,16,4.5
665678340,17,5
665795633,18,0
665873523,19,4.5
666202151,20,4.5
666508823,1,4.5
666575946,2,0
667362389,3,5
667579844,4,4
667728512,5,3
667819594,6,5
668159524,7,4.5
668354926,8,4.5
668515245,9,4
668533031,10,0
668576857,11,0
668598022,12,3.5
669196929,13,4.5
669198374,14,4
669287954,15,4
669835030,16,3.5
670109767,17,4.5
670133026,18,4
670910957,19,5
671123035,20,5
671464704,1,4
671867510,2,5
671889349,3,0
672002602,4,3.5
672150402,5,4.5
672151350,6,0
672175251,7,4.5
672828590,8,4.5
673041243,9,0
673120263,10,4
673354210,11,4
673612506,12,4
673672983,13,0
673673795,14,4.5
674069291,15,0
674385418,16,3
674474596,17,0
674590967,18,0
674657235,19,4.5
675054186,20,4.5
675628523,1,4.5
676201334,2,0
678448523,3,4
678861146,4,4.5
679454835,5,4
679753195,6,4
680022952,7,5
680170305,8,4.5
680258201,9,4.5
680268481,10,0
680366065,11,4.5
680436745,12,4.5
680581294,13,4.5
680733772,14,4.5
680819774,15,2.5
681370499,16,4.5
681814050,17,4.5
681942253,18,4
681966300,19,2.5
682046579,20,4
683942610,1,4.5
685214412,2,0
685310398,3,4.5
685675706,4,4.5
685857245,5,4.5
686365571,6,0
686420990,7,4.5
686449807,8,4.5
686542963,9,4
686910560,10,5
687421118,11,4
687792357,12,2.5
687877464,13,4
687888390,14,3.5
688285246,15,4.5
688319243,16,4
688831692,17,4
688983474,18,4.5
689165391,19,0
689180123,20,2
689859603,1,4.5
689936776,2,4
690016261,3,4.5
690106176,4,4
690215614,5,4
690602681,6,0
690802539,7,4.5
690852527,8,5
691025552,9,4.5
691102150,10,4
691121579,11,3.5
691617940,12,3
691797987,13,3.5
692412579,14,5
692669501,15,4
692717444,16,4.5
693045097,17,4
693689912,18,3
694047660,19,0
694133485,20,4.5
694133630,1,4.5
694164275,2,4.5
694580816,3,0
694647259,4,4.5
694695717,5,3.5
694972182,6,4.5
695108484,7,4.5
695187101,8,4.5
695948278,9,3.5
696450432,10,4
696565994,11,4.5
697927927,12,4.5
697996579,13,4.5
698054232,14,5
698154775,15,4.5
698255242,16,4.5
698925807,17,4
699687299,18,4
700227648,19,4.5
700440156,20,0
700513526,1,0
700637744,2,5
700653178,3,4.5
700793523,4,4.5
700970012,5,4.5
701112447,6,5
701598884,7,4.5
702810576,8,4
702871560,9,5
703177890,10,5
705211891,11,5
706099830,12,4.5
707189889,13,4
708142626,14,4.5
708196645,15,4.5
708379313,16,4.5
708388097,17,4
708600202,18,4.5
709003148,19,5
710380093,20,0
710535379,1,5
711074743,2,4
711455226,3,4.5
711923939,4,4.5
714086913,5,3.5
714180827,6,4.5
714463714,7,3.5
714796093,8,4.5
715441573,9,0
715822238,10,4.5
716262008,11,4.5
716697016,12,0
716932895,13,4.5
717545062,14,5
717555969,15,4
717628209,16,4
718043190,17,4.5
718082838,18,4
718153412,19,4.5
718421443,20,3.5
719219382,1,4
719320397,2,4
719401490,3,4.5
719829352,4,3.5
719858778,5,0
719972451,6,3.5
720068876,7,4.5
720111744,8,0
720208070,9,4.5
720656825,10,4.5
720725216,11,4.5
720825227,12,5
721512660,13,4
721623681,14,0
721639879,15,3
721911537,16,4.5
722217471,17,4.5
723134859,18,4.5
723322796,19,0
723795263,20,4.5
724295527,1,5
724786142,2,3.5
724816878,3,4.5
725097967,4,4.5
725208930,5,4.5
725222008,6,4
725222149,7,4
725440538,8,0
726115780,9,0
726147252,10,4.5
726895069,11,4.5
727109676,12,0
727296976,13,4.5
727420266,14,4
727466621,15,4.5
728293409,16,4.5
729686081,17,5
730091131,18,3.5
730148796,19,4.5
730712409,20,4.5
730873197,1,3
730878935,2,4
730919094,3,4
731041554,4,4.5
731592936,5,4.5
731629156,6,4
731645633,7,4.5
732908963,8,4.5
733144873,9,0
733989611,10,0
734256893,11,4
735127946,12,0
735128536,13,4.5
735434007,14,1
735752897,15,4
735945527,16,4.5
736179781,17,4.5
736579117,18,3.5
736683061,19,5
736741821,20,4.5
737006024,1,4
737310995,2,5
738201550,3,1.5
738717933,4,4.5
738897668,5,4.5
739234325,6,4.5
739787904,7,0
739836039,8,3.5
740602894,9,4.5
741224931,10,4.5
741224942,11,4.5
741292507,12,1
741293420,13,1
741597322,14,5
742625884,15,4.5
743974925,16,3.5
744189889,17,5
744769918,18,4.5
744851208,19,5
744882019,20,5
745729888,1,3.5
746894884,2,4
747779910,3,0
748048441,4,4.5
748057890,5,5
749046891,6,4.5
749057895,7,4.5
749078962,8,4.5
749083919,9,4.5
749094885,10,4.5
749094938,11,4
749109884,12,4
749113886,13,4.5
749118884,14,4.5
749124884,15,4
749125114,16,4
749132901,17,4.5
749133301,18,4.5
749133753,19,4.5
749969909,20,3
753237901,1,0
754105884,2,5
755018884,3,5
756869261,4,2
757228497,5,5
757843896,6,4.5
758453889,7,3.5
760018895,8,5
760295036,9,4.5
760645916,10,4
761363261,11,5
761980429,12,0
762124422,13,0
762630884,14,3
763225933,15,5
763692274,16,4
764925064,17,4.5
765224318,18,4.5
765256153,19,4.5
766354752,20,4
766396167,1,0
766695512,2,4.5
766894692,3,3.5
767268733,4,4
767319014,5,4.5
767473889,6,4.5
767546279,7,4.5
768160271,8,5
768237041,9,4
768469908,10,5
768591497,11,4.5
768592885,12,4.5
768592901,13,4
768620766,14,0
769175514,15,0
769737983,16,4
770177884,17,4.5
770903376,18,5
771269254,19,3.5
771433054,20,2.5
771989093,1,4.5
772561884,2,4.5
773126820,3,5
774620933,4,3.5
774875399,5,4
775201158,6,2
775402833,7,4
775737172,8,4.5
775873865,9,0
775888026,10,5
776132132,11,4.5
776865453,12,4.5
777111034,13,5
777310222,14,4.5
777512000,15,4
777630969,16,0
778378115,17,4.5
778437357,18,4.5
778658393,19,4.5
778679533,20,3
779157948,1,3.5
779561331,2,4.5
780214292,3,1
780458840,4,4
780467456,5,4.5
783214985,6,4.5
783636913,7,4.5
783753727,8,4
783960953,9,4.5
784279176,10,0
784797900,11,5
785267899,12,0
785537179,13,4.5
785638228,14,4.5
785725887,15,4
785904635,16,4
787130974,17,0
787141016,18,4.5
787786130,19,0
789356890,20,3.5
789605324,1,0
789870026,2,5
790203750,3,4.5
791077159,4,5
791134629,5,4.5
791211390,6,4.5
791341471,7,4
791532221,8,2.5
792595594,9,5
792694774,10,0
793096595,11,5
793157344,12,0
793772904,13,0
794156760,14,0
794278407,15,5
794507331,16,4.5
794524208,17,4.5
794729836,18,0
794730213,19,5
794859457,20,4.5
794884903,1,4.5
794960248,2,4.5
795739546,3,0
796149420,4,4.5
796333129,5,4.5
796339836,6,0
796851829,7,0
796870199,8,0
796959534,9,3.5
797157312,10,5
797339772,11,0
797511732,12,0
797535508,13,4.5
797639732,14,4
797809194,15,0
797818385,16,4.5
799406905,17,4.5
799471892,18,4
799631716,19,3.5
802869990,20,0
802889610,1,0
803346990,2,0
803781859,3,0
804069802,4,5
804177739,5,1
804379658,6,4
804637783,7,4.5
804641004,8,4.5
804888540,9,2.5
805532295,10,0
805548819,11,3
805839157,12,4.5
805845189,13,4.5
805869467,14,1
806077016,15,4.5
806223188,16,4.5
807411101,17,4
807416704,18,5
808108897,19,4
808296431,20,5
808794344,1,0
809657936,2,0
810405576,3,3.5
811397653,4,4
813330182,5,4.5
813952961,6,0
814323051,7,4.5
814466047,8,4
814656403,9,4
814977594,10,3.5
815181808,11,4.5
815218412,12,4.5
815876493,13,4.5
816177666,14,4
816202468,15,4.5
816283225,16,5
816821851,17,4.5
818779127,18,1.5
819169133,19,4
819197891,20,4.5
819627009,1,2.5
820004378,2,0
820802943,3,3.5
821374885,4,4.5
821399915,5,0
821560738,6,5
822701037,7,4.5
822797943,8,3
823413326,9,3.5
823443083,10,4.5
823518885,11,2.5
823804745,12,4
823869162,13,5
824281761,14,3
824305459,15,4
824421012,16,4.5
824940089,17,3
825089659,18,1
826395534,19,1
826523703,20,4.5
826921329,1,4
828005193,2,2.5
828392046,3,4.5
828578246,4,4.5
829581836,5,0
829587759,6,4
829739720,7,4.5
830201595,8,0
830302503,9,0
830515294,10,3.5
830544402,11,4.5
830708155,12,5
833517462,13,3.5
833756002,14,4.5
833951143,15,5
833958016,16,3.5
834246564,17,3
834248867,18,4.5
834315918,19,4.5
834715612,20,4.5
834854351,1,4.5
834993441,2,4.5
835217317,3,4.5
835599320,4,0
835731296,5,3.5
835969177,6,4.5
836071680,7,3
836464625,8,4.5
836767708,9,5
837860959,10,5
838455884,11,4
838500730,12,4
838848566,13,0
839210443,14,4
839301889,15,4.5
839599050,16,5
839897809,17,4.5
840146800,18,4.5
840190552,19,3.5
840469989,20,5
840811083,1,4.5
840919914,2,4.5
841098932,3,4
841118013,4,3.5
841377297,5,4.5
841386224,6,0
842503500,7,4.5
842617644,8,5
842842640,9,4.5
842849113,10,4.5
844517266,11,4
844570015,12,4.5
845918296,13,4.5
846073598,14,3.5
847177468,15,0
847334708,16,0
847347016,17,0
847492141,18,4.5
847985808,19,4.5
848160327,20,4
848218959,1,4
848276233,2,1.5
848515450,3,5
848651098,4,4
849095637,5,5
849145835,6,5
849732663,7,0
849796318,8,4.5
850417475,9,4.5
850417796,10,1
850863885,11,3.5
852152318,12,4.5
852197796,13,4.5
852224786,14,4.5
852250176,15,4.5
852318295,16,4
852555131,17,4.5
852801667,18,4
852801905,19,5
852912420,20,4
853246110,1,3
853706620,2,4.5
853834250,3,3.5
853926670,4,4.5
854145102,5,2.5
854245283,6,4.5
855062660,7,0
855274310,8,4
855627886,9,4.5
857555369,10,4.5
857654965,11,2
858226685,12,3
858352213,13,0
858919777,14,0
859204347,15,2.5
859644120,16,3
860011430,17,4.5
860380109,18,5
860454499,19,2.5
860620713,20,5
860822992,1,4.5
861891048,2,0
862303071,3,4
862469459,4,0
862550306,5,1.5
862863329,6,4.5
862880884,7,0
863844475,8,5
863882795,9,1
863960527,10,4.5
863998476,11,0
864130829,12,0
864880531,13,4
865958296,14,5
866450515,15,5
866617777,16,5
866786833,17,3.5
867427452,18,4.5
867827909,19,4
867833019,20,4.5
867887231,1,0
867964741,2,3.5
868013618,3,4.5
868077558,4,4
868123351,5,5
868692227,6,4
868759616,7,4.5
868773703,8,5
868897264,9,0
869011374,10,4.5
869231055,11,4.5
869329921,12,4
869757898,13,0
869869881,14,5
870099476,15,4
870322730,16,4.5
871095743,17,0
871169596,18,3
871197819,19,4.5
871230822,20,4
871235562,1,4
871458763,2,4.5
871694174,3,4
871809581,4,4.5
872040692,5,4
872424895,6,4.5
872438427,7,0
872461032,8,0
872899311,9,3.5
873008064,10,4
873474116,11,0
874525259,12,0
874845056,13,3.5
875063456,14,5
875152413,15,4
875224191,16,3.5
875242534,17,4.5
875267105,18,4.5
875273243,19,3.5
875561136,20,5
876054082,1,3.5
876217010,2,0
876291194,3,4.5
876336838,4,0
876510541,5,3
876514856,6,0
876520365,7,4
876524974,8,5
877831982,9,4.5
878577184,10,4.5
878659964,11,4
878783582,12,3
879057314,13,4
879157782,14,0
879478102,15,4.5
879828836,16,4.5
879908394,17,0
879915134,18,2.5
879996273,19,1
880047117,20,4.5
880178264,1,4.5
880735556,2,5
880859615,3,3
880971164,4,4
881155044,5,4.5
881267423,6,3
881270303,7,4
881323364,8,1
881330346,9,4.5
881342787,10,4.5
881404173,11,4.5
882059071,12,5
882119723,13,4.5
882248810,14,3.5
882365789,15,0
882453590,16,4
882507985,17,4.5
882687823,18,4
882931712,19,3
883144212,20,4
883179733,1,0
883237617,2,4.5
883393043,3,4.5
883539642,4,0
883854755,5,1
883882340,6,0
883997728,7,4.5
884009993,8,4
884023735,9,5
884377252,10,3.5
884880797,11,4.5
885271158,12,4.5
885661130,13,4.5
885788690,14,4
885792725,15,4.5
885823239,16,4.5
886059850,17,0
886103288,18,0
886212870,19,4.5
886445756,20,5
886564208,1,0
886565180,2,0
886666245,3,4
886697025,4,4
887153944,5,3
887171753,6,4.5
887362336,7,4.5
887649233,8,4.5
887910620,9,5
887947640,10,5
888104696,11,4.5
888251661,12,5
888382460,13,0
888615473,14,5
888683802,15,4.5
888701288,16,5
888721616,17,0
888988372,18,4.5
889704267,19,4.5
889985763,20,0
890343394,1,4.5
890354109,2,0
890358046,3,5
890378044,4,4.5
890390751,5,4.5
890479211,6,4.5
890530382,7,3.5
890722494,8,0
890740165,9,5
891132290,10,4.5
891192948,11,0
891194610,12,4.5
891280237,13,4
891294826,14,3.5
891362701,15,4.5
891448329,16,3.5
891450541,17,2.5
891453663,18,1.5
891528055,19,3
891596226,20,0
891700302,1,5
891755554,2,4
892092770,3,4.5
892279069,4,4.5
892311054,5,0
892320294,6,4.5
892393815,7,4.5
892510181,8,3.5
892521757,9,2
892521917,10,4.5
892812659,11,4.5
892955084,12,4.5
893141226,13,5
893194736,14,5
893372761,15,4
893393414,16,4.5
893448956,17,4.5
893525571,18,5
893677228,19,4.5
893918621,20,0
893927401,1,4
893938765,2,4
893998740,3,4.5
894022200,4,5
894225691,5,0
894342370,6,5
894918913,7,4.5
894930703,8,2
894991908,9,0
895361200,10,3
895425891,11,4.5
895506023,12,0
895670960,13,3
895682747,14,5
895700579,15,0
895761422,16,4.5
895875773,17,3
895913573,18,4.5
896112560,19,4.5
896130944,20,3.5
896150306,1,0
896890211,2,4
897003024,3,5
897062509,4,5
897154382,5,3.5
897322501,6,0
897331650,7,0
897446215,8,5
897447840,9,5
897544254,10,5
897880328,11,0
898040123,12,4.5
898245825,13,4.5
898346723,14,3.5
898611505,15,3.5
898688373,16,5
898788946,17,0
898838405,18,4
898968647,19,4.5
899003026,20,4.5
899193797,1,5
899247664,2,2
899277186,3,4
899441948,4,4.5
899515785,5,4
899538562,6,0
899593829,7,4
899606169,8,4.5
899709775,9,4.5
899997582,10,0
900333528,11,4
900404152,12,4.5
900721327,13,4.5
900837187,14,0
901500107,15,4.5
901722848,16,4.5
901787752,17,3
901999406,18,4
902026228,19,5
902062673,20,4.5
902585800,1,4.5
902720170,2,4.5
903033050,3,4
903183877,4,4.5
903418970,5,4
903799541,6,4.5
903911740,7,4.5
903954182,8,4
904013027,9,5
904052407,10,4
904207373,11,4.5
904209370,12,4.5
904223061,13,4.5
904239552,14,4
904278510,15,4.5
904418768,16,4
904481505,17,3.5
904737541,18,4.5
904737816,19,5
904923517,20,5
904940613,1,0
905060486,2,4.5
905121703,3,4.5
905488045,4,4.5
905729701,5,4.5
905852173,6,4
905921908,7,4.5
905922947,8,0
905995602,9,3.5
906287108,10,4
906388170,11,0
906681058,12,0
906826053,13,4
906936224,14,5
906995758,15,0
907002334,16,0
907159478,17,2
907174449,18,3.5
907210971,19,3
907239855,20,4.5
907405413,1,4
907407546,2,4
907470416,3,3
907759227,4,0
908071717,5,0
908073488,6,4.5
908384544,7,4.5
908456072,8,2
908511009,9,4.5
908519492,10,3.5
908842747,11,2.5
908989995,12,4
909087462,13,4.5
909110675,14,4.5
909170492,15,4.5
909195466,16,4.5
909196467,17,3.5
909254807,18,4.5
909319292,19,4
909349642,20,4
909351158,1,4.5
909400466,2,4.5
909434792,3,3
909472985,4,4
909480609,5,4.5
909587083,6,5
909730184,7,4.5
909904428,8,2.5
909911026,9,2.5
910076264,10,4
910159225,11,4.5
910208432,12,4
910398892,13,0
910513149,14,4.5
910559026,15,4
910608607,16,4.5
910738761,17,4.5
910908367,18,2.5
911006986,19,4
911107930,20,4.5
911115712,1,3.5
911130812,2,5
911138230,3,3
911156590,4,4.5
911201894,5,5
911654012,6,0
911686788,7,2
911719423,8,0
911781335,9,4.5
911793120,10,4.5
911800950,11,4.5
912040221,12,0
912177018,13,0
912320999,14,3.5
912390687,15,4.5
912536422,16,4.5
912561374,17,4.5
912606824,18,0
912874848,19,4.5
913105070,20,4.5
913292932,1,4.5
913427709,2,2
913545185,3,2.5
913817574,4,0
913943275,5,4.5
914079393,6,4
914136002,7,5
914189520,8,4.5
914433115,9,4.5
914471589,10,4
914517987,11,4
914564861,12,0
914673497,13,4.5
914865605,14,4
914893190,15,0
915071248,16,4
915074326,17,4.5
915083784,18,4.5
915223450,19,0
915249334,20,4
915375908,1,4
915545000,2,4.5
915637540,3,4.5
915700151,4,0
915861546,5,5
916130071,6,4
916215494,7,4
916281743,8,4.5
916365675,9,2
916366645,10,4
916540089,11,5
916585802,12,5
916614208,13,0
916728593,14,5
916741290,15,5
917229473,16,4.5
917236063,17,4
917463360,18,4.5
917554930,19,4.5
917555054,20,5
917670924,1,3
917795718,2,2.5
917857630,3,3
917912662,4,4.5
917932200,5,4.5
918035581,6,3.5
918038160,7,0
918054748,8,5
918138802,9,4.5
918338898,10,4
918387844,11,0
918396645,12,5
918609651,13,5
918780702,14,4
918820076,15,4
918902604,16,4.5
918997182,17,4
919008215,18,3.5
919010633,19,4.5
919045939,20,4.5
919087726,1,5
919097064,2,4
919132359,3,4
919218502,4,4
919395844,5,3.5
919478091,6,5
919701578,7,1
919968216,8,4.5
920007273,9,4
920054061,10,4.5
920133658,11,4
920160643,12,3.5
920480909,13,3.5
920482331,14,4.5
921022358,15,4.5
921160527,16,5
921447306,17,4
921852522,18,4.5
921902664,19,5
921954809,20,0
922103212,1,2.5
922188121,2,4.5
922199867,3,4
922281347,4,4.5
922304974,5,2.5
922380267,6,4
922488002,7,4.5
922793622,8,4.5
923138396,9,5
923268741,10,4.5
923441570,11,4.5
923555295,12,4.5
923760656,13,4
923772792,14,4.5
923814895,15,4.5
923873989,16,0
923917775,17,4.5
923920872,18,0
923947429,19,4.5
924058967,20,4
924373886,1,4.5
924438909,2,4
924443754,3,0
924455599,4,0
924491991,5,4
924589795,6,4.5
924620788,7,4.5
924635678,8,4
924695435,9,4
924826403,10,3.5
925056174,11,5
925201227,12,4
925209077,13,3.5
925242723,14,0
925338276,15,4
925494667,16,5
925547937,17,4.5
925770322,18,4.5
925838610,19,3.5
926058555,20,5
926105977,1,0
926159169,2,2.5
926278322,3,0
926366251,4,5
926541293,5,4.5
927006017,6,5
927060395,7,2.5
927117171,8,4
927568927,9,4
927569248,10,4
927823151,11,3.5
928359827,12,0
928403019,13,2.5
928579927,14,5
928927353,15,0
929195587,16,4.5
929302239,17,4
929346489,18,4
930026670,19,4.5
930304174,20,2
930350602,1,4.5
930368978,2,0
930441707,3,4
930563044,4,4.5
930574573,5,5
930764645,6,0
930777501,7,1.5
930868205,8,4.5
931130399,9,4.5
931201696,10,3.5
931337752,11,0
932191687,12,4
932228293,13,5
932236332,14,4
932248553,15,4
932315244,16,4
932325717,17,0
932389062,18,5
932441611,19,4.5
932463620,20,4.5
932476009,1,2.5
932500451,2,4
932696349,3,3.5
932721236,4,0
932747118,5,3
932779605,6,4.5
932828299,7,4.5
933061939,8,0
933135994,9,4
933189224,10,2
933199580,11,3
933227208,12,4.5
933236570,13,4.5
933350763,14,4.5
933462805,15,4.5
933471941,16,4
933623806,17,5
933687137,18,0
933921849,19,4.5
934003228,20,3.5
934030757,1,5
934390663,2,5
934484238,3,4
934510730,4,4.5
934540991,5,3.5
934596429,6,3.5
935204856,7,0
935216956,8,5
935248296,9,0
935306292,10,3
935528099,11,5
